TargetName	FLT_TX_2 | 003 | Full ROI	FLT_TX_2 | 007 | Full ROI	FLT_TX_2 | 011 | Full ROI	GC_SAL_2 | 001 | Full ROI	GC_SAL_2 | 005 | Full ROI	GC_SAL_2 | 009 | Full ROI	GC_TX_2 | 003 | Full ROI	GC_TX_2 | 007 | Full ROI	GC_TX_2 | 011 | Full ROI	FLT_SAL_2 | 003 | Full ROI	FLT_SAL_2 | 007 | Full ROI	FLT_SAL_2 | 011 | Full ROI
Sbf1	60.03467939	92.4978764	78.7955167	92.68511906	76.90717099	92.99489553	73.55600358	74.11688814	88.23278638	78.33096263	85.04912914	83.64382297
Sh3bgrl3	72.89925355	64.92639401	67.53901432	57.92819941	69.05950048	71.80618515	56.24870862	60.03467939	66.40199387	59.46292054	64.32287078	64.75650811
Ak8	17.15276554	22.23506644	22.51300477	22.11803978	17.26487512	25.89731268	23.79753057	19.27039092	13.64424532	21.72683635	24.29975118	25.18308649
Metrnl	28.58794257	17.78805315	23.76372726	24.22451975	29.03638088	34.13736671	19.47070683	28.90558637	30.0173397	23.44211291	25.01444975	26.98187838
Mtrr	18.58216267	19.56685847	15.00866985	33.70367966	28.25161383	18.83440922	17.30729496	23.7174042	28.19810699	26.30090716	27.15854544	29.23036824
Slc25a4	170.0982583	241.0281202	188.8590956	139.0276786	150.6752738	145.9666715	213.0960692	168.2453361	137.3520695	179.5322793	215.1242678	201.4646919
Nlrp1a	20.0115598	20.45626113	21.26228228	20.0115598	21.18871037	18.83440922	17.30729496	11.8587021	15.46347803	16.00924784	21.44095693	18.43761689
Aurkaip1	28.58794257	35.57610631	43.77528706	21.06479979	34.52975024	21.18871037	34.61458992	25.19974197	30.92695605	29.73146027	32.87613395	30.57946216
Abl1	35.73492821	36.46550896	42.52456457	42.12959957	30.60591498	35.31451729	23.79753057	35.57610631	34.56542147	30.87497797	52.88769375	39.57342162
Caln1	21.44095693	37.35491162	43.77528706	67.40735932	64.35089817	67.09758285	56.24870862	66.70519932	47.30005043	39.45136074	49.31420093	66.5553
Trim23	37.16432534	31.12909302	33.76950716	30.54395969	23.54301153	32.96021614	24.8792365	22.23506644	30.0173397	35.44904878	37.8790239	34.17704595
Olfr763	27.15854544	18.67745581	8.755057411	13.69211986	21.18871037	21.18871037	31.36947211	18.52922203	23.65002521	25.15738946	21.44095693	22.03520068
Cyp46a1	48.59950236	53.36415946	60.03467939	45.28931954	44.7317219	44.7317219	41.10482553	47.43480841	61.8539121	44.59719041	48.59950236	53.51405878
Kif22	28.58794257	16.8986505	17.51011482	22.11803978	21.18871037	24.7201621	17.30729496	21.49389756	26.37887428	26.30090716	18.58216267	23.38429459
Bora	15.72336841	20.45626113	20.0115598	16.85183983	21.97347742	22.36586095	16.22558902	21.49389756	22.74040886	23.44211291	27.873244	20.68610676
Tmem240	18.58216267	34.68670365	27.51589472	30.54395969	23.54301153	25.89731268	24.8792365	34.09376854	26.37887428	22.87035405	20.72625836	28.78067027
Gm52215	48.59950236	38.24431428	30.0173397	34.75691965	32.17544909	25.89731268	34.61458992	31.8702619	40.02311959	37.16432534	27.873244	32.82795203
Gng3	81.47563632	100.5025003	117.5679138	89.52539909	82.40054034	63.56613112	103.8437698	97.83429234	83.68470461	72.04161527	87.90792339	84.54321892
Prrt1	48.59950236	67.59460198	82.54768416	92.68511906	88.67867675	80.04623919	86.5364748	100.057799	81.8654719	72.04161527	82.19033488	83.64382297
Rasl11b	68.61106216	64.92639401	48.77817701	35.81015964	46.301256	36.49166787	47.59506114	34.83493742	42.75196866	32.01849568	45.02600954	31.02916014
Sbf2	47.17010524	41.80192491	51.27962198	57.92819941	58.85752882	57.68037824	50.84017894	60.77584827	44.57120137	54.31709088	55.74648801	65.20620608
Samt1	17.15276554	17.78805315	16.25939234	13.69211986	21.97347742	14.12580692	20.55241276	25.19974197	15.46347803	28.58794257	20.0115598	17.53822095
Cdkn2aipnl	38.59372247	34.68670365	28.76661721	34.75691965	38.45358549	50.61747478	27.04264837	31.12909302	33.65580511	30.30321912	37.16432534	43.62070338
Upf2	47.17010524	41.80192491	27.51589472	63.19439936	58.07276176	40.02311959	36.77800179	55.5876661	47.30005043	40.59487845	40.02311959	38.2243277
Odad3	22.87035405	27.57148239	25.01444975	27.38423972	33.74498319	31.78306556	22.71582463	28.16441749	30.92695605	26.87266601	25.01444975	26.08248243
Pdia5	27.15854544	18.67745581	27.51589472	28.43747971	20.40394332	21.18871037	23.79753057	23.7174042	25.46925792	25.72914831	17.8674641	25.63278446
Sftpa1	35.73492821	20.45626113	22.51300477	13.69211986	20.40394332	17.65725864	20.55241276	11.8587021	20.0115598	36.02080763	21.44095693	23.83399257
C77080	20.0115598	27.57148239	21.26228228	15.79859984	20.40394332	22.36586095	40.02311959	27.42324861	27.28849063	31.44673682	17.8674641	24.73338851
Serpinb6a	58.60528226	41.80192491	37.52167462	41.07635958	33.74498319	35.31451729	36.77800179	44.47013288	41.8423523	45.16894926	31.44673682	37.77462973
Map4k4	40.02311959	56.92177009	46.27673203	56.87495942	58.85752882	60.03467939	61.65723829	62.99935492	60.94429575	62.89347365	58.60528226	53.06436081
Atp6v1f	60.03467939	71.15221261	58.7839569	75.83327923	79.26147214	61.21182997	65.98406203	83.7520836	66.40199387	80.04623919	85.7638277	72.85107162
Siglecg	18.58216267	13.34103986	21.26228228	8.425919915	18.83440922	23.54301153	14.06217715	21.49389756	21.83079251	22.87035405	17.8674641	21.5855027
Ace	27.15854544	20.45626113	21.26228228	21.06479979	17.26487512	27.07446326	29.20606024	23.7174042	20.92117615	22.2985952	27.15854544	26.53218041
Pals2	51.45829662	71.15221261	36.27095213	41.07635958	54.14892651	40.02311959	44.34994333	60.03467939	39.11350324	55.46060858	55.74648801	54.8631527
Cibar1	51.45829662	46.2489382	55.03178944	48.44903951	36.88405139	40.02311959	50.84017894	47.43480841	49.11928314	38.30784304	45.02600954	46.31889122
Hint1	81.47563632	124.5163721	86.29985163	75.83327923	90.24821085	95.34919668	75.71941545	96.35195458	105.5154971	90.33789851	113.6370717	130.8621101
Cdh17	14.29397128	23.1244691	33.76950716	23.17127977	19.61917627	27.07446326	20.55241276	28.16441749	18.19232709	24.01387176	19.29686123	25.18308649
Slc2a6	35.73492821	44.47013288	30.0173397	44.23607955	29.03638088	32.96021614	33.53288398	45.21130176	27.28849063	37.73608419	43.59661242	40.92251554
Fchsd1	17.15276554	18.67745581	15.00866985	25.27775974	18.83440922	31.78306556	18.38900089	26.68207973	20.92117615	25.72914831	27.15854544	24.73338851
Papolb	34.30553108	18.67745581	35.02022965	32.65043967	25.89731268	35.31451729	25.96094244	25.19974197	23.65002521	30.87497797	23.58505262	23.83399257
Ddx28	18.58216267	24.90327441	25.01444975	20.0115598	22.75824448	20.0115598	24.8792365	26.68207973	30.92695605	29.73146027	18.58216267	20.68610676
Slc33a1	15.72336841	19.56685847	21.26228228	23.17127977	20.40394332	22.36586095	23.79753057	20.0115598	29.10772334	23.44211291	26.44384687	25.63278446
Isoc2a	37.16432534	21.34566378	31.26806218	33.70367966	25.89731268	32.96021614	29.20606024	19.27039092	22.74040886	23.44211291	21.44095693	30.12976419
Car12	11.43517703	14.23044252	16.25939234	20.0115598	15.69534102	17.65725864	20.55241276	14.82337763	20.0115598	17.15276554	21.44095693	21.5855027
Nptx1	145.7985071	178.7699342	357.7066314	307.5460769	306.0591498	258.9731268	166.582714	238.6563798	231.042554	149.2290602	248.7151003	227.0974764
Commd1	20.0115598	31.12909302	35.02022965	33.70367966	31.39068203	24.7201621	30.28776618	30.38792414	40.02311959	30.30321912	33.59083252	34.62674392
Kif20b	34.30553108	25.79267707	22.51300477	31.59719968	25.11254563	31.78306556	17.30729496	28.16441749	37.29427053	35.44904878	33.59083252	35.07644189
Anp32a	94.34021047	72.04161527	85.04912914	80.04623919	59.64229587	49.4403242	91.94500447	85.97559024	81.8654719	51.45829662	75.7580478	71.95167568
Ikzf2	14.29397128	18.67745581	17.51011482	11.58563988	27.46684678	22.36586095	18.38900089	18.52922203	20.0115598	19.43980095	25.01444975	21.5855027
Card19	40.02311959	20.45626113	27.51589472	24.22451975	34.52975024	47.08602305	31.36947211	26.68207973	30.92695605	34.30553108	34.30553108	32.37825405
Mcoln1	44.31131098	62.25818604	53.78106696	44.23607955	50.22509126	42.37742075	51.92188488	43.728964	51.8481322	42.310155	53.60239231	54.41345473
Fam53c	57.17588513	66.70519932	70.04045929	50.55551949	65.13566522	52.97177593	47.59506114	80.04623919	45.48081772	55.46060858	72.89925355	67.90439392
Suz12	31.44673682	24.90327441	43.77528706	33.70367966	32.17544909	25.89731268	30.28776618	34.83493742	31.8365724	29.73146027	35.73492821	31.47885811
Pigo	34.30553108	39.13371694	32.51878467	46.34255953	43.94695485	34.13736671	38.94141366	40.02311959	48.20966678	43.4536727	43.59661242	42.72130743
Olfr1106	24.29975118	18.67745581	20.0115598	17.90507982	31.39068203	18.83440922	20.55241276	31.8702619	21.83079251	29.73146027	15.72336841	22.48489865
Tmem259	24.29975118	25.79267707	33.76950716	21.06479979	36.88405139	32.96021614	36.77800179	45.21130176	25.46925792	32.01849568	34.30553108	31.47885811
Olfr1246	28.58794257	13.34103986	36.27095213	22.11803978	21.18871037	16.48010807	17.30729496	19.27039092	20.92117615	25.15738946	24.29975118	21.13580473
Psmd9	35.73492821	31.12909302	50.02889949	38.96987961	43.1621878	40.02311959	41.10482553	31.12909302	51.8481322	40.59487845	27.873244	40.02311959
Exoc6	27.15854544	32.90789833	30.0173397	28.43747971	32.96021614	27.07446326	36.77800179	25.94091085	35.47503782	39.45136074	40.73781816	34.62674392
Zxdc	35.73492821	40.02311959	41.27384208	34.75691965	32.17544909	37.66881844	45.43164927	40.02311959	46.39043408	49.17126122	38.59372247	39.57342162
Coro7	24.29975118	36.46550896	23.76372726	29.4907197	27.46684678	24.7201621	27.04264837	34.09376854	26.37887428	21.72683635	30.73203826	26.98187838
Ptrh2	38.59372247	29.3502877	25.01444975	28.43747971	36.09928434	36.49166787	31.36947211	34.83493742	34.56542147	36.02080763	25.01444975	36.87523378
Cox17	77.18744493	64.92639401	93.80418655	87.41891911	83.18530739	58.85752882	64.9023561	78.56390143	77.31739013	75.47216838	74.32865068	71.5019777
Skap2	22.87035405	23.1244691	21.26228228	26.33099973	25.89731268	29.42876441	31.36947211	18.52922203	20.0115598	26.30090716	21.44095693	12.59154324
Cox7a2l	92.91081334	94.27668171	68.7897368	85.31243914	88.67867675	82.40054034	108.1705935	111.1753322	98.23856628	92.62493392	66.46696647	78.69714527
Olfr1404	24.29975118	24.01387176	21.26228228	22.11803978	23.54301153	25.89731268	19.47070683	25.94091085	23.65002521	27.44442486	17.8674641	22.93459662
Ppp2r2b	55.74648801	40.02311959	46.27673203	37.91663962	46.301256	31.78306556	47.59506114	48.91714617	35.47503782	45.74070811	32.16143539	45.86919324
Gm5065	14.29397128	16.8986505	20.0115598	21.06479979	24.32777858	17.65725864	21.6341187	22.97623532	17.28271073	25.15738946	22.87035405	19.78671081
Htd2	30.0173397	26.68207973	35.02022965	26.33099973	31.39068203	36.49166787	31.36947211	24.45857309	31.8365724	30.87497797	29.30264113	26.53218041
Dgkb	31.44673682	33.79730099	27.51589472	44.23607955	50.22509126	38.84596902	40.02311959	42.98779512	42.75196866	35.44904878	30.0173397	42.72130743
Brf1	28.58794257	26.68207973	42.52456457	34.75691965	36.88405139	36.49166787	29.20606024	33.35259966	35.47503782	36.02080763	36.44962677	37.32493176
Rsph1	25.72914831	17.78805315	23.76372726	21.06479979	24.32777858	27.07446326	22.71582463	21.49389756	27.28849063	32.01849568	24.29975118	25.18308649
Kmt2b	35.73492821	41.80192491	28.76661721	37.91663962	44.7317219	40.02311959	36.77800179	46.69363953	30.92695605	40.59487845	42.88191385	37.32493176
Gramd3	25.72914831	24.90327441	40.02311959	20.0115598	25.11254563	22.36586095	27.04264837	27.42324861	28.19810699	33.16201338	26.44384687	23.83399257
Lhfpl3	27.15854544	26.68207973	28.76661721	30.54395969	28.25161383	29.42876441	31.36947211	37.05844407	20.0115598	28.01618372	29.30264113	26.08248243
A230006K03Rik	81.47563632	75.5992259	38.77239711	54.76847945	64.35089817	56.50322766	68.1474739	79.30507031	64.58276116	48.02774351	52.88769375	71.05227973
Mob3a	27.15854544	21.34566378	30.0173397	25.27775974	24.32777858	24.7201621	18.38900089	27.42324861	23.65002521	29.15970142	28.58794257	25.63278446
Vamp2	341.6259137	388.6689614	331.4414591	298.066917	301.3505475	287.2247406	361.2897823	368.360934	303.8118624	285.3076668	305.8909855	399.781498
Krt90	28.58794257	24.90327441	21.26228228	16.85183983	25.11254563	21.18871037	24.8792365	23.7174042	28.19810699	29.15970142	26.44384687	20.23640878
Bcat2	28.58794257	23.1244691	18.76083731	25.27775974	25.89731268	22.36586095	24.8792365	20.75272868	20.92117615	29.73146027	22.87035405	23.83399257
Mmp2	20.0115598	21.34566378	6.253612437	22.11803978	23.54301153	30.60591498	23.79753057	22.97623532	25.46925792	35.44904878	27.873244	24.28369054
Zfp189	20.0115598	17.78805315	31.26806218	33.70367966	25.11254563	24.7201621	17.30729496	24.45857309	24.55964157	29.73146027	31.44673682	32.82795203
Slitrk4	18.58216267	17.78805315	30.0173397	18.95831981	18.83440922	14.12580692	18.38900089	25.94091085	17.28271073	18.86804209	18.58216267	17.53822095
Kbtbd7	18.58216267	24.01387176	26.26517223	30.54395969	23.54301153	28.25161383	29.20606024	25.94091085	39.11350324	32.59025453	30.73203826	31.02916014
Maf1	31.44673682	32.01849568	32.51878467	27.38423972	27.46684678	40.02311959	38.94141366	23.7174042	33.65580511	37.16432534	33.59083252	34.17704595
Clrn3	18.58216267	16.8986505	13.75794736	28.43747971	23.54301153	22.36586095	15.14388309	17.04688427	12.73462896	19.43980095	15.72336841	23.83399257
Aff4	61.46407652	80.04623919	60.03467939	83.20595916	66.70519932	58.85752882	59.49382642	63.7405238	61.8539121	54.31709088	59.31998083	57.11164257
Col4a4	28.58794257	28.46088504	17.51011482	31.59719968	18.04964217	27.07446326	18.38900089	22.97623532	20.92117615	30.30321912	22.87035405	18.43761689
Fa2h	22.87035405	28.46088504	33.76950716	27.38423972	47.08602305	42.37742075	28.12435431	22.97623532	32.74618876	34.87728993	34.30553108	38.2243277
Zfp207	114.3517703	96.05548703	76.29407173	109.5369589	102.0197166	78.86908861	91.94500447	117.8458521	91.8712518	69.18282101	92.91081334	76.89835338
Tbc1d22b	22.87035405	44.47013288	42.52456457	48.44903951	45.51648895	38.84596902	41.10482553	33.35259966	30.92695605	34.87728993	42.16721529	35.52613986
Gdi1	105.7753875	133.4103986	135.0780286	119.0161188	135.7646998	116.5379071	123.3144766	113.3988389	127.3462896	102.9165932	125.0722487	129.5130162
Rassf4	37.16432534	37.35491162	23.76372726	17.90507982	41.5926537	23.54301153	22.71582463	28.90558637	18.19232709	36.02080763	22.87035405	26.98187838
Gimap6	31.44673682	28.46088504	17.51011482	24.22451975	24.32777858	15.30295749	12.98047122	17.04688427	27.28849063	27.44442486	27.15854544	22.48489865
Saa3	34.30553108	16.00924784	23.76372726	22.11803978	27.46684678	18.83440922	18.38900089	22.23506644	24.55964157	19.43980095	23.58505262	21.13580473
Sycn	20.0115598	19.56685847	23.76372726	24.22451975	20.40394332	21.18871037	15.14388309	15.56454651	18.19232709	23.44211291	20.72625836	18.43761689
Hif1a	15.72336841	26.68207973	31.26806218	24.22451975	32.17544909	34.13736671	31.36947211	37.79961295	27.28849063	31.44673682	22.87035405	25.18308649
Csf1r	28.58794257	24.01387176	21.26228228	24.22451975	27.46684678	22.36586095	20.55241276	30.38792414	30.92695605	29.15970142	30.0173397	23.38429459
Dact1	22.87035405	21.34566378	18.76083731	16.85183983	20.40394332	25.89731268	19.47070683	14.08220875	20.92117615	26.87266601	22.87035405	21.13580473
Tgfb1i1	21.44095693	23.1244691	28.76661721	23.17127977	24.32777858	20.0115598	29.20606024	23.7174042	24.55964157	22.2985952	20.0115598	25.63278446
Pus7l	22.87035405	13.34103986	21.26228228	21.06479979	16.48010807	20.0115598	14.06217715	23.7174042	16.37309438	27.44442486	13.57927272	20.23640878
Grhpr	24.29975118	38.24431428	31.26806218	28.43747971	32.17544909	28.25161383	35.69629585	31.12909302	34.56542147	37.73608419	35.73492821	43.17100541
Olfr1156	28.58794257	25.79267707	16.25939234	24.22451975	21.97347742	34.13736671	32.45117805	14.82337763	23.65002521	29.73146027	25.72914831	20.68610676
4933407O12Rik	30.0173397	23.1244691	28.76661721	21.06479979	20.40394332	25.89731268	22.71582463	23.7174042	23.65002521	30.87497797	22.15565549	19.33701284
2310009B15Rik	17.15276554	25.79267707	30.0173397	32.65043967	25.11254563	29.42876441	41.10482553	34.09376854	40.02311959	32.59025453	30.0173397	30.57946216
Mydgf	35.73492821	32.90789833	40.02311959	35.81015964	29.82114793	43.55457132	33.53288398	35.57610631	28.19810699	32.59025453	32.87613395	40.02311959
Fezf2	47.17010524	72.04161527	57.53323442	73.72679925	59.64229587	97.70349783	63.82065016	64.48169268	87.32317002	61.17819709	77.18744493	82.29472905
Rundc3b	38.59372247	39.13371694	32.51878467	46.34255953	40.02311959	32.96021614	32.45117805	37.79961295	23.65002521	40.02311959	50.74359806	39.12372365
Mrgprb1	32.87613395	23.1244691	33.76950716	22.11803978	32.17544909	32.96021614	22.71582463	20.0115598	14.55386167	29.73146027	23.58505262	19.78671081
Zfp169	30.0173397	18.67745581	22.51300477	28.43747971	25.89731268	35.31451729	28.12435431	27.42324861	26.37887428	32.59025453	29.30264113	22.03520068
Hapln4	31.44673682	48.91714617	45.02600954	35.81015964	32.17544909	55.32607709	53.00359081	32.61143078	48.20966678	52.60181432	67.8963636	30.57946216
Sit1	20.0115598	16.8986505	17.51011482	16.85183983	18.83440922	21.18871037	15.14388309	23.7174042	23.65002521	21.72683635	27.15854544	19.33701284
Mettl17	38.59372247	45.35953554	35.02022965	30.54395969	33.74498319	34.13736671	47.59506114	32.61143078	28.19810699	24.58563061	33.59083252	36.42553581
Gm16527	22.87035405	20.45626113	18.76083731	16.85183983	21.18871037	16.48010807	18.38900089	21.49389756	21.83079251	21.1550775	18.58216267	13.04124122
Ooep	25.72914831	22.23506644	32.51878467	20.0115598	20.40394332	27.07446326	10.81705935	19.27039092	30.0173397	27.44442486	24.29975118	30.12976419
Ube2q2	27.15854544	24.01387176	21.26228228	22.11803978	29.03638088	24.7201621	27.04264837	17.04688427	26.37887428	33.73377223	23.58505262	32.37825405
Mpv17l	28.58794257	22.23506644	31.26806218	23.17127977	21.97347742	27.07446326	27.04264837	22.23506644	33.65580511	17.15276554	25.72914831	30.57946216
Plekho2	35.73492821	28.46088504	26.26517223	32.65043967	33.74498319	32.96021614	24.8792365	25.19974197	22.74040886	37.16432534	20.0115598	24.73338851
Zfp105	21.44095693	21.34566378	11.25650239	32.65043967	25.11254563	20.0115598	25.96094244	28.16441749	25.46925792	17.72452439	23.58505262	20.68610676
Atxn1	37.16432534	37.35491162	41.27384208	35.81015964	25.11254563	36.49166787	51.92188488	37.79961295	48.20966678	34.30553108	42.16721529	35.52613986
Defb14	22.87035405	19.56685847	17.51011482	18.95831981	32.17544909	27.07446326	21.6341187	18.52922203	20.0115598	21.72683635	15.72336841	25.18308649
Cep290	30.0173397	25.79267707	22.51300477	31.59719968	25.89731268	38.84596902	24.8792365	23.7174042	30.92695605	33.16201338	37.16432534	30.57946216
Zfp950	27.15854544	32.90789833	30.0173397	40.02311959	43.1621878	24.7201621	42.18653146	40.76428848	46.39043408	37.16432534	28.58794257	29.68006622
Ntrk3	112.9223731	106.7283189	120.0693588	142.1873986	137.3342339	143.6123703	115.742535	168.2453361	118.2501261	85.19206885	115.0664688	129.0633182
Pcsk7	27.15854544	23.1244691	26.26517223	26.33099973	25.89731268	31.78306556	25.96094244	30.38792414	26.37887428	26.30090716	30.73203826	25.18308649
Srsf9	45.74070811	46.2489382	66.28829183	36.86339963	54.93369356	45.90887248	57.33041455	60.77584827	40.02311959	41.1666373	45.02600954	52.16496486
Cog3	25.72914831	26.68207973	37.52167462	30.54395969	32.17544909	28.25161383	38.94141366	28.16441749	22.74040886	21.72683635	22.87035405	31.92855608
Rhox7a	11.43517703	21.34566378	21.26228228	29.4907197	18.04964217	24.7201621	30.28776618	25.19974197	19.10194344	21.1550775	21.44095693	20.23640878
Cpa5	25.72914831	29.3502877	22.51300477	35.81015964	21.97347742	32.96021614	29.20606024	23.7174042	17.28271073	28.01618372	23.58505262	27.43157635
Phlda1	21.44095693	26.68207973	28.76661721	43.18283956	23.54301153	38.84596902	30.28776618	29.64675526	28.19810699	30.87497797	20.0115598	28.78067027
Apool	21.44095693	24.01387176	15.00866985	25.27775974	14.91057397	18.83440922	16.22558902	24.45857309	26.37887428	24.58563061	20.72625836	21.13580473
Gtf2ird1	21.44095693	21.34566378	23.76372726	36.86339963	34.52975024	20.0115598	29.20606024	21.49389756	18.19232709	20.0115598	27.15854544	28.78067027
Nim1k	15.72336841	32.90789833	23.76372726	25.27775974	24.32777858	28.25161383	27.04264837	20.0115598	34.56542147	29.73146027	20.0115598	20.68610676
Glcci1	62.89347365	58.70057541	45.02600954	51.60875948	43.94695485	50.61747478	59.49382642	44.47013288	50.93851585	43.4536727	45.02600954	47.66798513
Pnpt1	22.87035405	29.3502877	35.02022965	26.33099973	23.54301153	23.54301153	28.12435431	20.75272868	25.46925792	29.73146027	32.16143539	25.18308649
Gps2	35.73492821	37.35491162	30.0173397	36.86339963	40.02311959	34.13736671	28.12435431	30.38792414	31.8365724	28.01618372	35.02022965	40.02311959
Mast3	110.0635789	110.2859295	108.8128564	94.79159904	87.10914265	81.22338977	107.0888876	79.30507031	93.69048451	77.18744493	99.34310042	88.59050068
Ankrd11	40.02311959	61.36878338	43.77528706	60.03467939	72.19856868	56.50322766	45.43164927	76.34039478	49.11928314	42.310155	69.32576073	67.90439392
Tti2	27.15854544	17.78805315	22.51300477	16.85183983	21.97347742	32.96021614	12.98047122	11.8587021	19.10194344	15.43748899	16.43806698	19.33701284
Myh7b	22.87035405	24.01387176	20.0115598	17.90507982	26.68207973	18.83440922	20.55241276	25.19974197	21.83079251	25.15738946	25.01444975	25.63278446
Btbd19	31.44673682	32.01849568	26.26517223	40.02311959	49.4403242	38.84596902	35.69629585	37.05844407	43.66158501	33.16201338	35.02022965	28.3309723
Med28	41.45251672	43.58073023	50.02889949	30.54395969	43.94695485	44.7317219	57.33041455	44.47013288	47.30005043	49.74302007	48.59950236	44.9697973
Cdr2l	50.02889949	34.68670365	38.77239711	26.33099973	30.60591498	37.66881844	43.2682374	31.8702619	33.65580511	36.02080763	40.73781816	30.57946216
Nsd1	47.17010524	68.48400464	70.04045929	56.87495942	67.48996637	81.22338977	87.61818073	53.36415946	76.40777377	59.46292054	74.32865068	75.09956149
Snapc1	35.73492821	37.35491162	43.77528706	51.60875948	36.88405139	37.66881844	37.85970772	45.21130176	33.65580511	40.59487845	44.31131098	39.12372365
A630001G21Rik	24.29975118	22.23506644	26.26517223	16.85183983	15.69534102	27.07446326	14.06217715	24.45857309	18.19232709	21.1550775	12.14987559	23.83399257
Rpl29	308.7497797	303.2863063	246.39233	307.5460769	296.6419452	283.6932889	299.632544	304.6204102	285.6195353	263.5808305	250.1444975	290.0551926
Itsn2	28.58794257	24.01387176	16.25939234	33.70367966	38.45358549	24.7201621	20.55241276	37.79961295	26.37887428	26.30090716	29.30264113	31.92855608
Med25	55.74648801	48.91714617	53.78106696	51.60875948	51.00985831	60.03467939	51.92188488	57.81117275	47.30005043	42.88191385	47.17010524	51.26556892
Rhoj	27.15854544	14.23044252	23.76372726	24.22451975	27.46684678	25.89731268	25.96094244	31.12909302	26.37887428	25.15738946	30.0173397	29.23036824
Bcl9	30.0173397	21.34566378	25.01444975	28.43747971	38.45358549	28.25161383	30.28776618	38.54078183	38.20388689	30.30321912	37.16432534	32.82795203
Hnrnpk	51.45829662	64.03699135	48.77817701	61.08791938	56.50322766	40.02311959	57.33041455	45.95247065	47.30005043	52.03005547	39.30842103	45.41949527
Ykt6	31.44673682	36.46550896	35.02022965	30.54395969	28.25161383	30.60591498	37.85970772	40.76428848	44.57120137	45.74070811	42.88191385	46.31889122
H2bc8	58.60528226	44.47013288	53.78106696	55.82171943	37.66881844	42.37742075	63.82065016	59.29351051	46.39043408	47.45598466	45.02600954	41.37221351
Nhlrc2	32.87613395	21.34566378	27.51589472	22.11803978	32.17544909	31.78306556	32.45117805	34.09376854	25.46925792	23.44211291	30.73203826	22.93459662
Pcbd1	17.15276554	21.34566378	26.26517223	27.38423972	21.18871037	16.48010807	27.04264837	25.19974197	23.65002521	29.73146027	25.72914831	23.38429459
9530002B09Rik	31.44673682	38.24431428	26.26517223	24.22451975	29.03638088	37.66881844	23.79753057	25.94091085	24.55964157	30.30321912	31.44673682	28.3309723
Ly9	18.58216267	21.34566378	20.0115598	31.59719968	19.61917627	18.83440922	31.36947211	25.94091085	23.65002521	33.16201338	21.44095693	22.03520068
Slc25a51	61.46407652	54.25356212	52.53034447	61.08791938	60.42706292	52.97177593	49.75847301	51.8818217	53.66736491	65.18050905	60.74937796	60.70922635
Bsdc1	14.29397128	31.12909302	37.52167462	32.65043967	40.80788665	31.78306556	30.28776618	30.38792414	27.28849063	30.87497797	25.72914831	37.32493176
Tdrd1	20.0115598	19.56685847	16.25939234	23.17127977	24.32777858	18.83440922	18.38900089	25.94091085	13.64424532	19.43980095	14.29397128	19.78671081
Gmfg	25.72914831	23.1244691	20.0115598	24.22451975	30.60591498	27.07446326	29.20606024	21.49389756	25.46925792	25.15738946	24.29975118	22.93459662
Smagp	25.72914831	13.34103986	20.0115598	16.85183983	18.83440922	23.54301153	20.55241276	14.82337763	19.10194344	24.58563061	20.0115598	12.14184527
Mvp	25.72914831	16.8986505	31.26806218	18.95831981	22.75824448	34.13736671	27.04264837	23.7174042	23.65002521	32.01849568	35.02022965	20.68610676
Slc2a3	38.59372247	40.91252225	38.77239711	33.70367966	39.23835254	36.49166787	24.8792365	45.95247065	36.38465418	40.59487845	37.8790239	37.77462973
Dlk2	28.58794257	29.3502877	23.76372726	25.27775974	36.09928434	25.89731268	27.04264837	35.57610631	30.92695605	23.44211291	28.58794257	38.67402568
Taf12	34.30553108	24.01387176	27.51589472	33.70367966	36.09928434	30.60591498	33.53288398	34.83493742	36.38465418	37.73608419	33.59083252	33.27765
Utp6	28.58794257	30.23969036	17.51011482	24.22451975	31.39068203	24.7201621	29.20606024	27.42324861	20.0115598	33.16201338	27.873244	37.77462973
Smox	45.74070811	40.91252225	55.03178944	34.75691965	58.85752882	45.90887248	63.82065016	58.55234163	51.8481322	50.88653777	57.17588513	49.46677703
Mis18bp1	21.44095693	18.67745581	32.51878467	27.38423972	29.03638088	27.07446326	24.8792365	25.94091085	21.83079251	33.73377223	24.29975118	21.5855027
Ncbp2	40.02311959	24.01387176	17.51011482	18.95831981	40.02311959	34.13736671	28.12435431	26.68207973	27.28849063	35.44904878	20.72625836	28.78067027
Gm5460	27.15854544	21.34566378	17.51011482	29.4907197	20.40394332	22.36586095	29.20606024	22.23506644	20.0115598	21.72683635	21.44095693	22.03520068
Sorcs2	12.86457416	16.8986505	20.0115598	12.63887987	15.69534102	21.18871037	12.98047122	14.08220875	24.55964157	21.1550775	17.8674641	21.13580473
Mbtps1	65.75226791	55.14296477	56.28251193	52.66199947	53.36415946	49.4403242	48.67676707	59.29351051	46.39043408	52.60181432	47.17010524	57.11164257
Map3k12	62.89347365	69.3734073	57.53323442	56.87495942	48.65555715	71.80618515	58.41212049	68.92870597	61.8539121	46.31246696	63.60817221	77.34805135
Pigu	41.45251672	32.90789833	31.26806218	41.07635958	31.39068203	28.25161383	33.53288398	31.8702619	34.56542147	31.44673682	32.16143539	26.98187838
