TargetName	FLT_TX_2 | 003 | Full ROI	FLT_TX_2 | 007 | Full ROI	FLT_TX_2 | 011 | Full ROI	GC_SAL_2 | 001 | Full ROI	GC_SAL_2 | 005 | Full ROI	GC_SAL_2 | 009 | Full ROI	GC_TX_2 | 003 | Full ROI	GC_TX_2 | 007 | Full ROI	GC_TX_2 | 011 | Full ROI	FLT_SAL_2 | 003 | Full ROI	FLT_SAL_2 | 007 | Full ROI	FLT_SAL_2 | 011 | Full ROI
Vps41	32.87613395	25.79267707	18.76083731	33.70367966	26.68207973	34.13736671	35.69629585	26.68207973	27.28849063	41.1666373	43.59661242	29.23036824
Mmgt2	30.0173397	22.23506644	15.00866985	28.43747971	26.68207973	41.20027017	27.04264837	34.83493742	19.10194344	30.87497797	21.44095693	29.23036824
Sphk2	44.31131098	29.3502877	52.53034447	42.12959957	43.1621878	35.31451729	45.43164927	40.02311959	40.93273595	44.02543155	42.16721529	45.41949527
Ddr1	35.73492821	36.46550896	37.52167462	40.02311959	34.52975024	62.38898054	28.12435431	21.49389756	34.56542147	41.73839615	49.31420093	44.07040135
Ikzf4	24.29975118	27.57148239	16.25939234	26.33099973	18.83440922	17.65725864	22.71582463	22.97623532	17.28271073	17.15276554	15.72336841	20.68610676
Ep300	50.02889949	46.2489382	48.77817701	41.07635958	40.02311959	43.55457132	45.43164927	45.21130176	43.66158501	44.59719041	42.16721529	45.86919324
Mllt3	38.59372247	41.80192491	42.52456457	37.91663962	50.22509126	41.20027017	38.94141366	49.65831505	36.38465418	46.88422581	45.02600954	46.76858919
Kdm4a	35.73492821	26.68207973	32.51878467	36.86339963	42.37742075	30.60591498	46.5133552	32.61143078	41.8423523	37.16432534	40.73781816	34.62674392
St8sia3	31.44673682	33.79730099	43.77528706	27.38423972	32.17544909	44.7317219	33.53288398	32.61143078	33.65580511	36.02080763	30.0173397	35.52613986
Reg3g	27.15854544	20.45626113	27.51589472	16.85183983	22.75824448	25.89731268	15.14388309	24.45857309	27.28849063	25.72914831	22.15565549	22.48489865
Olfr161	24.29975118	15.11984518	28.76661721	25.27775974	21.97347742	32.96021614	19.47070683	24.45857309	20.0115598	29.15970142	25.72914831	15.28973108
Aar2	22.87035405	20.45626113	37.52167462	26.33099973	27.46684678	40.02311959	28.12435431	21.49389756	22.74040886	34.87728993	29.30264113	32.82795203
Capns2	12.86457416	17.78805315	21.26228228	15.79859984	31.39068203	24.7201621	15.14388309	17.04688427	20.0115598	22.2985952	22.87035405	17.08852297
Nup205	22.87035405	15.11984518	23.76372726	13.69211986	25.89731268	23.54301153	20.55241276	27.42324861	28.19810699	29.15970142	22.87035405	26.08248243
Trf	12.86457416	26.68207973	51.27962198	72.67355926	61.21182997	49.4403242	19.47070683	16.30571539	46.39043408	44.02543155	43.59661242	44.07040135
Ceacam2	28.58794257	19.56685847	10.0057799	27.38423972	25.11254563	30.60591498	29.20606024	22.97623532	30.0173397	24.58563061	32.87613395	23.38429459
Slc11a2	45.74070811	48.91714617	43.77528706	37.91663962	35.31451729	28.25161383	29.20606024	38.54078183	42.75196866	35.44904878	35.73492821	38.67402568
Olfr283	20.0115598	17.78805315	13.75794736	15.79859984	21.18871037	27.07446326	33.53288398	21.49389756	17.28271073	31.44673682	20.72625836	16.638825
Podxl2	35.73492821	70.26280995	67.53901432	61.08791938	43.94695485	48.26317363	43.2682374	57.07000387	57.30583033	52.60181432	70.04045929	62.95771622
Rrp12	34.30553108	46.2489382	28.76661721	44.23607955	37.66881844	50.61747478	35.69629585	28.90558637	38.20388689	47.45598466	30.73203826	40.02311959
Vgll4	20.0115598	21.34566378	20.0115598	12.63887987	18.83440922	23.54301153	18.38900089	22.23506644	20.92117615	15.43748899	27.15854544	20.68610676
Spata25	17.15276554	16.00924784	12.50722487	27.38423972	28.25161383	27.07446326	23.79753057	18.52922203	17.28271073	27.44442486	20.72625836	22.48489865
Abcg8	20.0115598	20.45626113	18.76083731	23.17127977	21.97347742	20.0115598	15.14388309	28.90558637	29.10772334	19.43980095	24.29975118	24.28369054
Gk5	17.15276554	16.8986505	28.76661721	24.22451975	20.40394332	21.18871037	27.04264837	18.52922203	24.55964157	20.58331865	26.44384687	23.38429459
Actr8	32.87613395	49.80654883	50.02889949	51.60875948	39.23835254	45.90887248	38.94141366	49.65831505	39.11350324	50.31477892	45.74070811	47.21828716
Ep400	50.02889949	88.05086311	70.04045929	74.78003924	72.98333573	78.86908861	86.5364748	73.37571926	90.05201909	69.18282101	77.18744493	75.54925946
Sox1	38.59372247	25.79267707	38.77239711	32.65043967	35.31451729	41.20027017	28.12435431	37.05844407	29.10772334	42.310155	35.02022965	38.2243277
Tbc1d24	47.17010524	52.4747568	65.03756934	55.82171943	44.7317219	60.03467939	45.43164927	57.81117275	55.48659762	45.74070811	55.74648801	58.91043446
Uqcc1	14.29397128	24.01387176	26.26517223	30.54395969	29.03638088	30.60591498	21.6341187	16.30571539	27.28849063	23.44211291	22.87035405	23.83399257
Gm5127	17.15276554	23.1244691	27.51589472	20.0115598	26.68207973	27.07446326	19.47070683	19.27039092	22.74040886	22.2985952	19.29686123	22.03520068
Ppt1	45.74070811	28.46088504	35.02022965	41.07635958	24.32777858	42.37742075	44.34994333	37.79961295	45.48081772	42.88191385	38.59372247	45.86919324
Kif3c	82.90503345	93.38727905	93.80418655	72.67355926	71.41380163	88.28629322	69.22917984	76.34039478	81.8654719	70.32633872	75.04334924	85.89231284
Fam53a	25.72914831	31.12909302	31.26806218	14.74535985	22.75824448	27.07446326	28.12435431	25.94091085	22.74040886	26.87266601	28.58794257	27.88127432
Ebag9	30.0173397	21.34566378	40.02311959	23.17127977	21.97347742	32.96021614	37.85970772	38.54078183	37.29427053	36.59256649	29.30264113	36.42553581
6430571L13Rik	32.87613395	24.90327441	25.01444975	21.06479979	29.03638088	23.54301153	22.71582463	26.68207973	30.92695605	29.73146027	22.15565549	28.3309723
R3hdm1	245.8563061	187.6639608	131.3258612	172.7313582	113.0064553	151.8524243	229.3216582	182.3275448	179.1944218	105.2036286	105.7753875	130.4124122
Cep78	21.44095693	26.68207973	15.00866985	16.85183983	25.11254563	15.30295749	16.22558902	23.7174042	11.82501261	30.30321912	37.16432534	30.12976419
Olfr1258	31.44673682	28.46088504	15.00866985	22.11803978	21.18871037	17.65725864	19.47070683	28.90558637	15.46347803	33.73377223	18.58216267	19.33701284
Ddx19a	28.58794257	32.90789833	25.01444975	21.06479979	22.75824448	31.78306556	20.55241276	30.38792414	34.56542147	26.30090716	27.15854544	30.57946216
Dchs1	28.58794257	16.8986505	12.50722487	22.11803978	24.32777858	18.83440922	17.30729496	17.04688427	28.19810699	26.30090716	31.44673682	25.18308649
Bean1	22.87035405	20.45626113	30.0173397	22.11803978	29.03638088	18.83440922	22.71582463	17.78805315	17.28271073	27.44442486	20.0115598	24.73338851
1700123O20Rik	21.44095693	30.23969036	30.0173397	43.18283956	30.60591498	35.31451729	33.53288398	28.16441749	36.38465418	27.44442486	21.44095693	18.88731486
Nfkbib	30.0173397	15.11984518	26.26517223	28.43747971	27.46684678	31.78306556	34.61458992	24.45857309	31.8365724	30.30321912	39.30842103	31.92855608
Pdpk1	54.31709088	42.69132757	43.77528706	53.71523946	53.36415946	34.13736671	47.59506114	51.14065282	55.48659762	50.88653777	59.31998083	44.07040135
Stard8	25.72914831	16.00924784	20.0115598	16.85183983	19.61917627	21.18871037	27.04264837	27.42324861	14.55386167	24.01387176	18.58216267	23.83399257
Rab10	68.61106216	89.82966842	68.7897368	78.9929992	76.12240393	77.69193804	76.80112138	85.23442136	80.04623919	71.46985642	92.19611478	77.79774932
Hdac10	48.59950236	24.01387176	22.51300477	35.81015964	41.5926537	38.84596902	24.8792365	33.35259966	39.11350324	29.15970142	35.02022965	35.97583784
Nkx2-9	25.72914831	13.34103986	22.51300477	28.43747971	17.26487512	11.77150576	29.20606024	15.56454651	24.55964157	24.01387176	19.29686123	25.18308649
Rab21	44.31131098	43.58073023	50.02889949	44.23607955	55.71846061	57.68037824	37.85970772	41.50545736	52.75774856	57.74764399	46.45540667	41.82191149
F13a1	21.44095693	25.79267707	20.0115598	30.54395969	32.17544909	23.54301153	25.96094244	22.23506644	25.46925792	29.15970142	28.58794257	26.53218041
Brk1	91.48141622	77.37803122	87.55057411	96.89807902	114.5759894	77.69193804	104.9254757	92.64611017	124.6174406	81.76151574	77.18744493	105.2293257
Ankrd36	12.86457416	14.23044252	26.26517223	21.06479979	18.04964217	22.36586095	22.71582463	18.52922203	15.46347803	32.59025453	15.72336841	18.43761689
Ptpn23	62.89347365	51.58535414	50.02889949	53.71523946	43.94695485	68.27473343	53.00359081	46.69363953	53.66736491	41.73839615	48.59950236	49.916475
Bmerb1	42.88191385	61.36878338	63.78684685	71.62031927	56.50322766	71.80618515	57.33041455	74.85805702	73.67892471	71.46985642	71.46985642	77.79774932
Fus	58.60528226	80.04623919	75.04334924	71.62031927	80.83100624	69.451884	65.98406203	67.44636821	69.13084294	50.31477892	71.46985642	78.2474473
E2f5	15.72336841	22.23506644	15.00866985	18.95831981	23.54301153	20.0115598	14.06217715	19.27039092	22.74040886	21.1550775	26.44384687	20.23640878
Slc17a6	20.0115598	23.1244691	15.00866985	17.90507982	21.18871037	18.83440922	19.47070683	25.94091085	18.19232709	26.87266601	23.58505262	22.93459662
Dync2h1	24.29975118	26.68207973	35.02022965	22.11803978	30.60591498	41.20027017	30.28776618	30.38792414	30.0173397	28.01618372	27.15854544	27.43157635
Ddit4	30.0173397	43.58073023	51.27962198	32.65043967	40.80788665	36.49166787	28.12435431	32.61143078	37.29427053	50.88653777	60.03467939	59.36013243
Gad2	38.59372247	48.02774351	38.77239711	31.59719968	43.94695485	49.4403242	49.75847301	51.8818217	49.11928314	44.59719041	53.60239231	59.36013243
Tmem151b	67.18166503	44.47013288	55.03178944	90.57863908	92.602512	84.75484149	100.598652	97.09312346	80.95585554	70.32633872	76.47274637	73.30076959
Nit2	18.58216267	27.57148239	23.76372726	18.95831981	32.96021614	30.60591498	21.6341187	20.0115598	29.10772334	25.15738946	32.16143539	25.63278446
Ptpn1	30.0173397	28.46088504	26.26517223	32.65043967	30.60591498	31.78306556	41.10482553	35.57610631	38.20388689	33.16201338	29.30264113	35.07644189
Cpne2	27.15854544	24.90327441	27.51589472	28.43747971	25.89731268	40.02311959	25.96094244	25.19974197	22.74040886	35.44904878	17.8674641	22.03520068
Fhl1	22.87035405	50.69595149	41.27384208	30.54395969	41.5926537	27.07446326	38.94141366	45.95247065	26.37887428	28.01618372	32.87613395	47.66798513
Klra1	17.15276554	19.56685847	18.76083731	14.74535985	25.89731268	17.65725864	19.47070683	17.78805315	18.19232709	22.87035405	18.58216267	24.28369054
Eif4a2	137.2221243	152.0878545	171.3489808	140.0809186	181.2811888	128.3094128	166.582714	163.0571539	125.5270569	134.9350889	152.9454927	168.6367399
Tifab	21.44095693	25.79267707	31.26806218	26.33099973	25.11254563	23.54301153	30.28776618	33.35259966	25.46925792	21.72683635	27.15854544	17.98791892
Klhl15	17.15276554	21.34566378	25.01444975	18.95831981	18.04964217	31.78306556	24.8792365	20.75272868	26.37887428	22.2985952	26.44384687	22.03520068
Srbd1	47.17010524	32.90789833	25.01444975	46.34255953	46.301256	38.84596902	56.24870862	34.09376854	34.56542147	40.02311959	32.87613395	38.67402568
Esp38	14.29397128	22.23506644	25.01444975	17.90507982	19.61917627	28.25161383	20.55241276	18.52922203	22.74040886	24.58563061	28.58794257	16.638825
Olfr1301	20.0115598	13.34103986	16.25939234	31.59719968	26.68207973	24.7201621	23.79753057	26.68207973	21.83079251	22.87035405	22.87035405	19.33701284
Rpe	28.58794257	27.57148239	25.01444975	33.70367966	31.39068203	40.02311959	34.61458992	37.79961295	36.38465418	27.44442486	25.01444975	34.62674392
Dnah2	22.87035405	24.90327441	21.26228228	22.11803978	32.17544909	27.07446326	19.47070683	31.12909302	29.10772334	25.15738946	22.87035405	25.63278446
Olfr1371	45.74070811	40.02311959	48.77817701	52.66199947	53.36415946	64.7432817	49.75847301	48.91714617	47.30005043	44.59719041	36.44962677	36.87523378
Fzd2	21.44095693	17.78805315	21.26228228	18.95831981	31.39068203	27.07446326	29.20606024	22.97623532	20.0115598	26.87266601	32.87613395	24.73338851
Fnbp1l	65.75226791	66.70519932	35.02022965	68.46059931	66.70519932	62.38898054	62.73894423	71.15221261	72.76930835	45.16894926	52.17299519	70.15288378
Esp3	17.15276554	16.8986505	15.00866985	18.95831981	24.32777858	16.48010807	20.55241276	21.49389756	20.92117615	29.73146027	15.00866985	15.73942905
Wrn	27.15854544	31.12909302	21.26228228	28.43747971	20.40394332	31.78306556	31.36947211	26.68207973	23.65002521	25.15738946	33.59083252	27.88127432
Nr6a1	32.87613395	30.23969036	21.26228228	30.54395969	35.31451729	29.42876441	31.36947211	31.8702619	28.19810699	31.44673682	26.44384687	22.48489865
Zmiz2	174.3864497	189.4427661	137.5794736	142.1873986	137.3342339	117.7150576	159.0107724	141.5632563	134.6232205	113.7800114	133.6486315	163.2403642
Map3k20	12.86457416	29.3502877	18.76083731	26.33099973	22.75824448	30.60591498	30.28776618	22.97623532	25.46925792	26.87266601	21.44095693	22.48489865
Fv1	20.0115598	17.78805315	18.76083731	22.11803978	17.26487512	20.0115598	23.79753057	24.45857309	23.65002521	25.15738946	27.873244	24.73338851
Arhgef2	77.18744493	106.7283189	86.29985163	92.68511906	86.3243756	89.4634438	69.22917984	69.66987485	82.77508825	58.89116169	70.04045929	87.24140676
Gm19410	38.59372247	32.90789833	22.51300477	20.0115598	36.09928434	23.54301153	33.53288398	48.91714617	36.38465418	33.73377223	28.58794257	44.07040135
Hecw1	60.03467939	44.47013288	41.27384208	49.5022795	40.80788665	52.97177593	54.08529675	55.5876661	36.38465418	46.88422581	50.74359806	43.17100541
Adora2a	14.29397128	28.46088504	20.0115598	20.0115598	23.54301153	17.65725864	28.12435431	15.56454651	21.83079251	22.87035405	14.29397128	22.93459662
Cstdc3	31.44673682	19.56685847	22.51300477	15.79859984	21.97347742	24.7201621	20.55241276	22.97623532	22.74040886	29.15970142	22.15565549	20.23640878
Lefty1	27.15854544	27.57148239	28.76661721	20.0115598	18.83440922	31.78306556	32.45117805	27.42324861	30.0173397	30.87497797	25.01444975	24.73338851
Nol4l	22.87035405	33.79730099	40.02311959	40.02311959	47.8707901	40.02311959	32.45117805	47.43480841	41.8423523	33.16201338	41.45251672	37.32493176
Mmp1b	22.87035405	24.90327441	21.26228228	25.27775974	28.25161383	30.60591498	22.71582463	28.16441749	30.0173397	23.44211291	24.29975118	22.93459662
Naprt	22.87035405	19.56685847	17.51011482	17.90507982	21.97347742	21.18871037	22.71582463	22.23506644	25.46925792	22.87035405	22.87035405	20.23640878
Tmbim4	25.72914831	18.67745581	25.01444975	20.0115598	24.32777858	37.66881844	28.12435431	18.52922203	16.37309438	32.59025453	22.15565549	19.33701284
Samsn1	30.0173397	29.3502877	30.0173397	36.86339963	29.82114793	30.60591498	29.20606024	27.42324861	37.29427053	43.4536727	28.58794257	39.57342162
Nnmt	31.44673682	25.79267707	15.00866985	26.33099973	25.89731268	22.36586095	14.06217715	20.0115598	24.55964157	29.15970142	22.15565549	22.48489865
Zhx3	31.44673682	25.79267707	25.01444975	21.06479979	29.82114793	27.07446326	21.6341187	32.61143078	26.37887428	33.16201338	20.72625836	23.83399257
Hsph1	48.59950236	40.91252225	46.27673203	69.5138393	73.76810278	56.50322766	84.37306293	64.48169268	95.50971721	45.16894926	54.31709088	53.51405878
Bex1	10.0057799	27.57148239	35.02022965	15.79859984	27.46684678	29.42876441	29.20606024	21.49389756	24.55964157	25.72914831	31.44673682	28.78067027
Lgals4	25.72914831	23.1244691	21.26228228	20.0115598	24.32777858	17.65725864	18.38900089	25.19974197	19.10194344	26.87266601	18.58216267	22.48489865
AI661453	22.87035405	23.1244691	13.75794736	20.0115598	21.18871037	24.7201621	17.30729496	25.94091085	25.46925792	20.0115598	18.58216267	24.28369054
Zfp617	30.0173397	20.45626113	20.0115598	29.4907197	34.52975024	30.60591498	36.77800179	29.64675526	35.47503782	30.30321912	35.73492821	22.03520068
Ggh	18.58216267	22.23506644	21.26228228	24.22451975	26.68207973	27.07446326	21.6341187	25.94091085	22.74040886	27.44442486	22.15565549	22.03520068
Klhl20	30.0173397	26.68207973	15.00866985	26.33099973	25.89731268	24.7201621	22.71582463	28.90558637	32.74618876	33.73377223	20.0115598	23.83399257
Eif3j1	40.02311959	39.13371694	33.76950716	43.18283956	38.45358549	58.85752882	47.59506114	42.24662624	41.8423523	41.73839615	45.74070811	40.47281757
Ncapd3	30.0173397	21.34566378	22.51300477	18.95831981	26.68207973	22.36586095	32.45117805	23.7174042	20.92117615	32.59025453	20.0115598	26.98187838
Mrps26	71.46985642	71.15221261	80.04623919	67.40735932	66.70519932	68.27473343	83.29135699	62.99935492	80.04623919	66.32402676	75.04334924	77.79774932
Fam170a	17.15276554	25.79267707	28.76661721	14.74535985	25.11254563	28.25161383	23.79753057	21.49389756	26.37887428	24.01387176	24.29975118	19.78671081
Gm52523	611.7819709	819.1398477	873.0042962	810.9947918	1016.273331	925.240353	872.9366895	1017.624874	1012.403002	1412.244363	1168.532152	1131.889798
Ctnnbip1	38.59372247	38.24431428	33.76950716	25.27775974	40.02311959	34.13736671	28.12435431	40.02311959	34.56542147	36.02080763	30.0173397	38.67402568
Phf21b	44.31131098	36.46550896	20.0115598	46.34255953	29.03638088	41.20027017	45.43164927	26.68207973	48.20966678	33.16201338	22.87035405	32.37825405
Ralgapa2	22.87035405	25.79267707	35.02022965	35.81015964	24.32777858	28.25161383	29.20606024	34.83493742	28.19810699	26.30090716	19.29686123	26.98187838
Nectin2	28.58794257	25.79267707	22.51300477	25.27775974	30.60591498	31.78306556	24.8792365	25.19974197	23.65002521	21.1550775	31.44673682	29.23036824
Kctd10	18.58216267	26.68207973	76.29407173	25.27775974	29.82114793	50.61747478	22.71582463	31.8702619	23.65002521	29.73146027	32.16143539	25.18308649
Dcaf13	37.16432534	36.46550896	31.26806218	38.96987961	40.02311959	30.60591498	23.79753057	42.24662624	48.20966678	41.1666373	32.87613395	39.57342162
Anxa9	25.72914831	19.56685847	18.76083731	21.06479979	22.75824448	22.36586095	20.55241276	25.19974197	23.65002521	23.44211291	27.873244	24.28369054
Fkbp5	41.45251672	43.58073023	35.02022965	33.70367966	35.31451729	28.25161383	28.12435431	40.02311959	39.11350324	36.02080763	55.03178944	48.56738108
Flacc1	24.29975118	27.57148239	12.50722487	18.95831981	17.26487512	23.54301153	18.38900089	25.19974197	24.55964157	21.1550775	20.0115598	19.33701284
Zfp39	24.29975118	23.1244691	16.25939234	24.22451975	21.18871037	22.36586095	25.96094244	23.7174042	21.83079251	25.15738946	27.873244	22.93459662
AI593442	25.72914831	45.35953554	35.02022965	29.4907197	20.40394332	27.07446326	48.67676707	25.94091085	35.47503782	36.59256649	41.45251672	35.07644189
Rbp7	24.29975118	16.00924784	25.01444975	18.95831981	18.83440922	27.07446326	22.71582463	22.97623532	21.83079251	22.87035405	23.58505262	16.638825
Snai2	20.0115598	16.00924784	17.51011482	17.90507982	22.75824448	7.062903458	23.79753057	11.11753322	20.92117615	18.86804209	20.72625836	16.638825
Cbx5	52.88769375	62.25818604	45.02600954	64.24763935	62.78136407	60.03467939	60.57553236	74.11688814	62.76352845	54.31709088	52.88769375	53.96375676
Aldh3a2	12.86457416	22.23506644	31.26806218	40.02311959	26.68207973	30.60591498	29.20606024	24.45857309	20.0115598	32.59025453	27.15854544	24.28369054
Aifm2	22.87035405	12.45163721	15.00866985	20.0115598	20.40394332	14.12580692	15.14388309	17.78805315	20.92117615	22.2985952	20.72625836	26.98187838
Olfr1305	27.15854544	21.34566378	21.26228228	18.95831981	25.11254563	27.07446326	7.571941545	25.19974197	26.37887428	28.58794257	17.8674641	24.28369054
Ddx4	30.0173397	19.56685847	26.26517223	27.38423972	18.83440922	24.7201621	25.96094244	21.49389756	20.92117615	29.15970142	27.873244	21.5855027
Ppm1k	54.31709088	56.03236743	46.27673203	45.28931954	40.02311959	40.02311959	41.10482553	43.728964	43.66158501	38.30784304	42.88191385	51.71526689
N4bp2	14.29397128	19.56685847	17.51011482	26.33099973	25.11254563	28.25161383	19.47070683	25.19974197	27.28849063	27.44442486	21.44095693	22.93459662
Svs3a	51.45829662	29.3502877	37.52167462	32.65043967	35.31451729	28.25161383	29.20606024	37.05844407	30.0173397	32.59025453	31.44673682	26.08248243
6430550D23Rik	31.44673682	29.3502877	20.0115598	21.06479979	27.46684678	22.36586095	16.22558902	18.52922203	33.65580511	25.72914831	20.0115598	23.83399257
Ccdc92	75.7580478	66.70519932	80.04623919	45.28931954	58.07276176	76.51478746	64.9023561	67.44636821	65.49237752	56.03236743	68.61106216	59.80983041
Psmb11	28.58794257	26.68207973	25.01444975	24.22451975	13.34103986	20.0115598	29.20606024	21.49389756	26.37887428	29.73146027	24.29975118	17.08852297
Tro	24.29975118	24.90327441	31.26806218	28.43747971	32.96021614	18.83440922	24.8792365	27.42324861	27.28849063	24.01387176	23.58505262	24.73338851
Gbp6	47.17010524	49.80654883	27.51589472	51.60875948	45.51648895	52.97177593	41.10482553	43.728964	48.20966678	42.88191385	37.16432534	41.82191149
Sipa1l3	44.31131098	24.01387176	35.02022965	25.27775974	50.22509126	29.42876441	38.94141366	54.84649722	38.20388689	44.59719041	37.8790239	49.46677703
Mdk	25.72914831	21.34566378	11.25650239	26.33099973	18.04964217	20.0115598	19.47070683	22.23506644	26.37887428	30.30321912	22.87035405	28.3309723
Spag1	30.0173397	29.3502877	40.02311959	20.0115598	32.17544909	35.31451729	23.79753057	40.02311959	31.8365724	32.59025453	33.59083252	34.17704595
Stox1	18.58216267	24.01387176	23.76372726	33.70367966	33.74498319	29.42876441	29.20606024	29.64675526	21.83079251	25.15738946	17.15276554	20.68610676
Mbd6	58.60528226	63.14758869	50.02889949	56.87495942	45.51648895	48.26317363	50.84017894	58.55234163	44.57120137	52.60181432	53.60239231	60.70922635
Map2k6	21.44095693	19.56685847	16.25939234	25.27775974	27.46684678	18.83440922	15.14388309	22.97623532	27.28849063	33.73377223	20.72625836	31.02916014
Slco1a1	22.87035405	20.45626113	23.76372726	27.38423972	20.40394332	22.36586095	16.22558902	25.19974197	28.19810699	28.58794257	25.01444975	27.43157635
Tor2a	21.44095693	24.01387176	28.76661721	21.06479979	20.40394332	14.12580692	24.8792365	21.49389756	33.65580511	30.30321912	22.15565549	25.63278446
Colgalt2	28.58794257	23.1244691	26.26517223	18.95831981	32.17544909	32.96021614	31.36947211	28.16441749	32.74618876	30.87497797	32.16143539	21.5855027
Slc1a3	40.02311959	46.2489382	37.52167462	36.86339963	37.66881844	40.02311959	44.34994333	44.47013288	41.8423523	40.02311959	47.8848038	39.57342162
Fcgr1	31.44673682	32.01849568	31.26806218	21.06479979	23.54301153	28.25161383	19.47070683	28.16441749	25.46925792	25.72914831	28.58794257	19.78671081
Mthfd2	22.87035405	36.46550896	20.0115598	27.38423972	30.60591498	29.42876441	31.36947211	28.16441749	33.65580511	34.30553108	37.16432534	28.3309723
Ms4a15	21.44095693	23.1244691	21.26228228	15.79859984	18.83440922	16.48010807	17.30729496	15.56454651	11.82501261	30.87497797	20.72625836	26.98187838
Phaf1	37.16432534	36.46550896	25.01444975	43.18283956	29.03638088	34.13736671	20.55241276	35.57610631	27.28849063	30.30321912	32.87613395	35.52613986
Brd4	114.3517703	82.71444716	92.55346406	87.41891911	72.19856868	75.33763688	84.37306293	77.08156366	79.13662283	74.32865068	94.34021047	76.44865541
Clcf1	24.29975118	21.34566378	23.76372726	22.11803978	19.61917627	32.96021614	28.12435431	24.45857309	23.65002521	22.87035405	18.58216267	23.83399257
Serpinc1	20.0115598	18.67745581	22.51300477	23.17127977	21.97347742	14.12580692	25.96094244	20.0115598	20.92117615	28.01618372	18.58216267	29.23036824
Snx10	48.59950236	48.02774351	61.28540188	57.92819941	54.14892651	49.4403242	61.65723829	57.07000387	52.75774856	58.31940284	52.88769375	60.70922635
Prl8a2	20.0115598	14.23044252	20.0115598	21.06479979	21.18871037	29.42876441	15.14388309	20.0115598	20.0115598	32.59025453	17.8674641	17.98791892
Mfap2	28.58794257	15.11984518	22.51300477	18.95831981	22.75824448	14.12580692	24.8792365	16.30571539	20.92117615	18.29628324	18.58216267	21.13580473
Prcc	21.44095693	26.68207973	23.76372726	28.43747971	42.37742075	20.0115598	34.61458992	35.57610631	34.56542147	40.02311959	30.0173397	31.02916014
Cep70	20.0115598	32.01849568	22.51300477	32.65043967	19.61917627	36.49166787	37.85970772	30.38792414	32.74618876	45.16894926	24.29975118	34.62674392
Zfp180	55.74648801	47.13834086	57.53323442	51.60875948	40.80788665	65.92043227	53.00359081	48.91714617	64.58276116	58.31940284	60.03467939	60.70922635
Tmprss11f	18.58216267	24.01387176	17.51011482	20.0115598	26.68207973	25.89731268	15.14388309	18.52922203	20.0115598	24.58563061	30.0173397	24.73338851
1700067P10Rik	21.44095693	26.68207973	20.0115598	14.74535985	19.61917627	24.7201621	25.96094244	21.49389756	18.19232709	25.15738946	20.0115598	20.23640878
Vmn1r24	18.58216267	16.00924784	15.00866985	25.27775974	28.25161383	24.7201621	27.04264837	21.49389756	19.10194344	29.15970142	28.58794257	24.28369054
Kctd16	57.17588513	64.92639401	50.02889949	28.43747971	42.37742075	40.02311959	50.84017894	51.14065282	40.02311959	30.87497797	37.16432534	35.07644189
Apbb3	44.31131098	47.13834086	40.02311959	32.65043967	36.88405139	35.31451729	42.18653146	27.42324861	40.93273595	42.310155	35.02022965	33.72734797
Dnah17	22.87035405	29.3502877	26.26517223	31.59719968	22.75824448	15.30295749	22.71582463	11.11753322	17.28271073	14.86573014	14.29397128	20.23640878
Arhgef12	64.32287078	63.14758869	77.54479421	62.14115937	58.85752882	74.16048631	63.82065016	67.44636821	64.58276116	64.03699135	57.8905837	56.21224662
Olfr63	21.44095693	29.3502877	30.0173397	30.54395969	24.32777858	30.60591498	22.71582463	21.49389756	22.74040886	32.01849568	24.29975118	21.13580473
Ralgapa1	70.04045929	67.59460198	73.79262675	83.20595916	61.99659702	88.28629322	88.69988667	83.01091471	73.67892471	65.18050905	69.32576073	73.30076959
Kdm6b	27.15854544	43.58073023	57.53323442	60.03467939	51.79462536	50.61747478	51.92188488	57.07000387	50.93851585	46.88422581	48.59950236	40.92251554
Brap	30.0173397	34.68670365	26.26517223	32.65043967	21.97347742	32.96021614	53.00359081	28.90558637	45.48081772	27.44442486	31.44673682	37.77462973
Mtrex	27.15854544	25.79267707	30.0173397	37.91663962	32.96021614	22.36586095	33.53288398	21.49389756	22.74040886	29.15970142	20.72625836	24.28369054
Uqcrc1	21.44095693	22.23506644	20.0115598	24.22451975	27.46684678	21.18871037	22.71582463	21.49389756	21.83079251	30.30321912	35.02022965	25.18308649
Shcbp1l	10.0057799	22.23506644	17.51011482	26.33099973	30.60591498	22.36586095	22.71582463	24.45857309	22.74040886	23.44211291	27.873244	21.5855027
Oaf	28.58794257	24.01387176	21.26228228	17.90507982	27.46684678	22.36586095	25.96094244	18.52922203	25.46925792	28.58794257	16.43806698	20.23640878
1810030O07Rik	31.44673682	28.46088504	31.26806218	28.43747971	28.25161383	23.54301153	27.04264837	26.68207973	29.10772334	33.16201338	23.58505262	21.5855027
Glg1	32.87613395	29.3502877	25.01444975	26.33099973	30.60591498	31.78306556	28.12435431	31.12909302	31.8365724	33.16201338	21.44095693	25.18308649
Mtdh	70.04045929	61.36878338	71.29118178	42.12959957	56.50322766	55.32607709	61.65723829	71.15221261	49.11928314	55.46060858	59.31998083	73.30076959
Kif26a	24.29975118	24.90327441	26.26517223	27.38423972	20.40394332	37.66881844	20.55241276	18.52922203	24.55964157	31.44673682	25.01444975	26.08248243
